#Sample ID,genomicsSampleID,Site_Name,Year,Month,Site,domainID,plotID,namedLocation,release,plotType,nlcdClass,elevation,soilTemp,soilMoisture,soilInWaterpH,soilInCaClpH,caclpHRatio,d15N,organicd13C,nitrogenPercent,organicCPercent,CNratio,kclAmmoniumNConc,kclNitrateNitriteNConc
BMI_Plate35WellG6,OSBS_026-M-20170711-COMP,OSBS_2017-07,2017,7,OSBS,D03,OSBS_026,OSBS_026.basePlot.bgc,RELEASE-2023,tower,evergreenForest,42.8,26.66666667,0.072,5.423333333,4.41,2,0,0,0,0,0,0,0
BMI_Plate35WellH1,JORN_042-M-20170808-COMP,JORN_2017-08,2017,8,JORN,D14,JORN_042,JORN_042.basePlot.bgc,RELEASE-2023,tower,shrubScrub,1320,33.33333333,0.021,8.436666667,7.123333333,2,2.466666667,-10.35,0.013333333,0.071666667,0,0.208333333,0.092333333
BMI_Plate35WellH2,SRER_005-M-20170815-COMP,SRER_2017-08,2017,8,SRER,D14,SRER_005,SRER_005.basePlot.bgc,RELEASE-2023,distributed,shrubScrub,1261.1,26.6,0.037333333,7.27,6.436666667,2,0,0,0,0,0,0,0
BMI_Plate35WellH3,DSNY_004-O-20170829-COMP,DSNY_2017-08,2017,8,DSNY,D03,DSNY_004,DSNY_004.basePlot.bgc,RELEASE-2023,distributed,woodyWetlands,18.8,27.5,0.922,3.655,2.835,2.95,0,0,0,0,0,0,0
BMI_Plate35WellH4,JERC_003-M-20170726-COMP,JERC_2017-07,2017,7,JERC,D03,JERC_003,JERC_003.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,35.6,24.66666667,0.130333333,3.816666667,3.22,1.333333333,0,0,0,0,0,0,0
BMI_Plate35WellH5,OSBS_001-O-20170712-COMP,OSBS_2017-07,2017,7,OSBS,D03,OSBS_001,OSBS_001.basePlot.bgc,RELEASE-2023,distributed,woodyWetlands,31,24,0.583666667,3.666666667,2.72,5.333333333,0,0,0,0,0,0,0
BMI_Plate35WellH6,OSBS_027-M-20170711-COMP,OSBS_2017-07,2017,7,OSBS,D03,OSBS_027,OSBS_027.basePlot.bgc,RELEASE-2023,tower,evergreenForest,41.4,29.16666667,0.073333333,5.413333333,4.313333333,2,0,0,0,0,0,0,0
BMI_Plate3WellB7,JERC_048-M-20160727-COMP,JERC_2016-07,2016,7,JERC,D03,JERC_048,JERC_048.basePlot.bgc,RELEASE-2023,tower,evergreenForest,47.6,25,0,6.426666667,5.136666667,4,0,0,0,0,0,0,0
BMI_Plate3WellE12_mms,LAJA_004-M-20160912-COMP,LAJA_2016-09,2016,9,LAJA,D04,LAJA_004,LAJA_004.basePlot.bgc,RELEASE-2023,distributed,pastureHay,12.2,28.56666667,0.268333333,6.86,5.99,2,0,0,0,0,0,0,0
BMI_Plate3WellF10_mms,LAJA_001-M-20160920-COMP,LAJA_2016-09,2016,9,LAJA,D04,LAJA_001,LAJA_001.basePlot.bgc,RELEASE-2023,distributed,grasslandHerbaceous,16.6,32.06666667,0.324,6.913333333,6.45,2,0,0,0,0,0,0,0
BMI_Plate3WellF11_mms,LAJA_051-M-20160920-COMP,LAJA_2016-09,2016,9,LAJA,D04,LAJA_051,LAJA_051.basePlot.bgc,RELEASE-2023,tower,pastureHay,17.6,28.3,0.371333333,7.61,7.006666667,2,0,0,0,0,0,0,0
BMI_Plate3WellF8_mms,LAJA_044-M-20160914-COMP,LAJA_2016-09,2016,9,LAJA,D04,LAJA_044,LAJA_044.basePlot.bgc,RELEASE-2023,tower,pastureHay,12.6,25.96666667,0.305333333,6.783333333,6.236666667,2,0,0,0,0,0,0,0
BMI_Plate3WellG9_mms,LAJA_002-M-20160912-COMP,LAJA_2016-09,2016,9,LAJA,D04,LAJA_002,LAJA_002.basePlot.bgc,RELEASE-2023,distributed,cultivatedCrops,28.7,28.4,0.241,6.483333333,5.69,2,0,0,0,0,0,0,0
BMI_Plate3WellH2_mms,LAJA_005-M-20160913-COMP,LAJA_2016-09,2016,9,LAJA,D04,LAJA_005,LAJA_005.basePlot.bgc,RELEASE-2023,distributed,pastureHay,18.1,25.86666667,0.303333333,6.536666667,5.753333333,2,0,0,0,0,0,0,0
BMI_Plate3WellH4_mms,LAJA_003-M-20160913-COMP,LAJA_2016-09,2016,9,LAJA,D04,LAJA_003,LAJA_003.basePlot.bgc,RELEASE-2023,distributed,pastureHay,18.2,25,0.293666667,7.266666667,6.686666667,2,0,0,0,0,0,0,0
BMI_Plate3WellH5_mms,LAJA_015-M-20160912-COMP,LAJA_2016-09,2016,9,LAJA,D04,LAJA_015,LAJA_015.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,24.4,24.63333333,0.157333333,5.83,5.03,2,0,0,0,0,0,0,0
BMI_Plate3WellH8_mms,LAJA_042-M-20160914-COMP,LAJA_2016-09,2016,9,LAJA,D04,LAJA_042,LAJA_042.basePlot.bgc,RELEASE-2023,tower,pastureHay,13.2,27.86666667,0.313,7.116666667,6.51,2,0,0,0,0,0,0,0
BMI_Plate3WellH9_mms,LAJA_046-M-20160920-COMP,LAJA_2016-09,2016,9,LAJA,D04,LAJA_046,LAJA_046.basePlot.bgc,RELEASE-2023,tower,pastureHay,13.8,27.26666667,0.235666667,7.263333333,6.6,2,0,0,0,0,0,0,0
BMI_Plate41WellA10,CLBJ_038-O-20170413-COMP,CLBJ_2017-04,2017,4,CLBJ,D11,CLBJ_038,CLBJ_038.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,281,16.7,0.307,7.43,6.595,4,0,0,0,0,0,0,0
BMI_Plate41WellA11,CLBJ_040-M-20170413-COMP,CLBJ_2017-04,2017,4,CLBJ,D11,CLBJ_040,CLBJ_040.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,330.4,16.4,0.409,6.58,5.54,2,0,0,0,0,0,0,0
BMI_Plate41WellA12,OAES_001-M-20170626-COMP,OAES_2017-06,2017,6,OAES,D11,OAES_001,OAES_001.basePlot.bgc,RELEASE-2023,distributed,grasslandHerbaceous,515.1,32.4,0.084666667,8.243333333,7.54,2,0,0,0,0,0,0,0
BMI_Plate41WellA2,CLBJ_001-M-20170412-COMP,CLBJ_2017-04,2017,4,CLBJ,D11,CLBJ_001,CLBJ_001.basePlot.bgc,RELEASE-2023,tower,deciduousForest,278.1,17.83333333,0.232,6.416666667,5.24,2,0,0,0,0,0,0,0
BMI_Plate41WellA3,CLBJ_002-M-20170411-COMP,CLBJ_2017-04,2017,4,CLBJ,D11,CLBJ_002,CLBJ_002.basePlot.bgc,RELEASE-2023,tower,deciduousForest,263.1,16.2,0.303333333,6.59,5.586666667,2,0,0,0,0,0,0,0
BMI_Plate41WellA4,CLBJ_003-M-20170411-COMP,CLBJ_2017-04,2017,4,CLBJ,D11,CLBJ_003,CLBJ_003.basePlot.bgc,RELEASE-2023,tower,deciduousForest,273.4,18.13333333,0.228,5.693333333,4.55,2,0,0,0,0,0,0,0
BMI_Plate41WellA5,CLBJ_006-M-20170412-COMP,CLBJ_2017-04,2017,4,CLBJ,D11,CLBJ_006,CLBJ_006.basePlot.bgc,RELEASE-2023,tower,deciduousForest,275.8,18.56666667,0.342333333,6.05,4.86,2,0,0,0,0,0,0,0
BMI_Plate41WellA6,CLBJ_031-M-20170412-COMP,CLBJ_2017-04,2017,4,CLBJ,D11,CLBJ_031,CLBJ_031.basePlot.bgc,RELEASE-2023,distributed,grasslandHerbaceous,292.4,20.86666667,0.327,6.473333333,5.296666667,2,0,0,0,0,0,0,0
BMI_Plate41WellA7,CLBJ_032-M-20170413-COMP,CLBJ_2017-04,2017,4,CLBJ,D11,CLBJ_032,CLBJ_032.basePlot.bgc,RELEASE-2023,distributed,grasslandHerbaceous,289.9,20.7,0.129,6.333333333,5.206666667,2,0,0,0,0,0,0,0
BMI_Plate41WellA8,CLBJ_033-M-20170413-COMP,CLBJ_2017-04,2017,4,CLBJ,D11,CLBJ_033,CLBJ_033.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,308.6,16.4,0.162666667,6.153333333,4.96,2,0,0,0,0,0,0,0
BMI_Plate41WellA9,CLBJ_034-M-20170413-COMP,CLBJ_2017-04,2017,4,CLBJ,D11,CLBJ_034,CLBJ_034.basePlot.bgc,RELEASE-2023,distributed,grasslandHerbaceous,323,21.2,0.224666667,8.273333333,7.046666667,2,0,0,0,0,0,0,0
BMI_Plate41WellB1,OAES_002-M-20170627-COMP,OAES_2017-06,2017,6,OAES,D11,OAES_002,OAES_002.basePlot.bgc,RELEASE-2023,distributed,grasslandHerbaceous,521.6,26,0.086333333,8.063333333,7.356666667,2,0,0,0,0,0,0,0
BMI_Plate41WellB10,SJER_001-O-20170314-COMP,SJER_2017-03,2017,3,SJER,D17,SJER_001,SJER_001.basePlot.bgc,RELEASE-2023,distributed,grasslandHerbaceous,399.4,12.6,0.984,6.21,5.61,4,0,0,0,0,0,0,0
BMI_Plate41WellB11,SJER_002-M-20170314-COMP,SJER_2017-03,2017,3,SJER,D17,SJER_002,SJER_002.basePlot.bgc,RELEASE-2023,distributed,grasslandHerbaceous,349.3,16.93333333,0.086,6.746666667,6.326666667,2,0,0,0,0,0,0,0
BMI_Plate41WellB12,SJER_003-M-20170316-COMP,SJER_2017-03,2017,3,SJER,D17,SJER_003,SJER_003.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,437.5,14.23333333,0.148,6.136666667,5.383333333,2,0,0,0,0,0,0,0
BMI_Plate41WellB2,OAES_003-M-20170627-COMP,OAES_2017-06,2017,6,OAES,D11,OAES_003,OAES_003.basePlot.bgc,RELEASE-2023,distributed,grasslandHerbaceous,510.5,29.53333333,0.056333333,7.916666667,7.256666667,2,0,0,0,0,0,0,0
BMI_Plate41WellB3,OAES_004-M-20170626-COMP,OAES_2017-06,2017,6,OAES,D11,OAES_004,OAES_004.basePlot.bgc,RELEASE-2023,distributed,grasslandHerbaceous,507.5,24.13333333,0.12,7.723333333,7.143333333,2,0,0,0,0,0,0,0
BMI_Plate41WellB4,OAES_007-M-20170627-COMP,OAES_2017-06,2017,6,OAES,D11,OAES_007,OAES_007.basePlot.bgc,RELEASE-2023,distributed,shrubScrub,519.4,25.66666667,0.048,8.236666667,7.47,2,0,0,0,0,0,0,0
BMI_Plate41WellB5,OAES_009-M-20170627-COMP,OAES_2017-06,2017,6,OAES,D11,OAES_009,OAES_009.basePlot.bgc,RELEASE-2023,distributed,shrubScrub,515.5,25.8,0.066,8.243333333,7.41,2,0,0,0,0,0,0,0
BMI_Plate41WellB6,OAES_042-M-20170627-COMP,OAES_2017-06,2017,6,OAES,D11,OAES_042,OAES_042.basePlot.bgc,RELEASE-2023,tower,shrubScrub,519.8,31.46666667,0.089,7.93,7.3,2,0,0,0,0,0,0,0
BMI_Plate41WellB7,OAES_043-M-20170627-COMP,OAES_2017-06,2017,6,OAES,D11,OAES_043,OAES_043.basePlot.bgc,RELEASE-2023,tower,grasslandHerbaceous,514.2,32.23333333,0.071,8.2,7.483333333,2,0,0,0,0,0,0,0
BMI_Plate41WellB8,OAES_044-M-20170627-COMP,OAES_2017-06,2017,6,OAES,D11,OAES_044,OAES_044.basePlot.bgc,RELEASE-2023,tower,shrubScrub,510.5,28.13333333,0.106,7.076666667,6.316666667,2,0,0,0,0,0,0,0
BMI_Plate41WellB9,OAES_045-M-20170627-COMP,OAES_2017-06,2017,6,OAES,D11,OAES_045,OAES_045.basePlot.bgc,RELEASE-2023,tower,shrubScrub,517.9,25.56666667,0.113333333,7.83,7.276666667,2,0,0,0,0,0,0,0
BMI_Plate41WellC1,SJER_004-M-20170313-COMP,SJER_2017-03,2017,3,SJER,D17,SJER_004,SJER_004.basePlot.bgc,RELEASE-2023,distributed,grasslandHerbaceous,383.1,17.43333333,0.111666667,6.513333333,5.896666667,2,0,0,0,0,0,0,0
BMI_Plate41WellC10,ORNL_001-O-20170619-COMP,ORNL_2017-06,2017,6,ORNL,D07,ORNL_001,ORNL_001.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,244.7,20.66666667,0.444333333,4.333333333,3.303333333,5.366666667,-0.366666667,-28.1,0.606666667,19.1,28.23333333,0.473333333,0.174
BMI_Plate41WellC11,ORNL_002-M-20170619-COMP,ORNL_2017-06,2017,6,ORNL,D07,ORNL_002,ORNL_002.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,308.2,20,0.11675,4.8975,3.87,2,4.3,-27.05,0.06,0.965,15.65,0.468,0.10825
BMI_Plate41WellC12,ORNL_002-O-20170619-COMP,ORNL_2017-06,2017,6,ORNL,D07,ORNL_002,ORNL_002.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,308.2,20,0.276,4.843333333,3.823333333,4,0.366666667,-28.03333333,0.326666667,6.696666667,19,0.509333333,0.191666667
BMI_Plate41WellC2,SJER_005-M-20170315-COMP,SJER_2017-03,2017,3,SJER,D17,SJER_005,SJER_005.basePlot.bgc,RELEASE-2023,distributed,grasslandHerbaceous,499.5,17.9,0.165333333,6.163333333,5.66,2,0,0,0,0,0,0,0
BMI_Plate41WellC3,SJER_025-M-20170315-COMP,SJER_2017-03,2017,3,SJER,D17,SJER_025,SJER_025.basePlot.bgc,RELEASE-2023,distributed,shrubScrub,432.6,14.4,0.130333333,6.403333333,5.713333333,2,0,0,0,0,0,0,0
BMI_Plate41WellC4,SJER_025-O-20170315-COMP,SJER_2017-03,2017,3,SJER,D17,SJER_025,SJER_025.basePlot.bgc,RELEASE-2023,distributed,shrubScrub,432.6,13.4,0.326,6.16,5.67,3.9,0,0,0,0,0,0,0
BMI_Plate41WellC5,SJER_045-M-20170316-COMP,SJER_2017-03,2017,3,SJER,D17,SJER_045,SJER_045.basePlot.bgc,RELEASE-2023,tower,evergreenForest,412.9,13.6,0.145,6.47,5.916666667,2,0,0,0,0,0,0,0
BMI_Plate41WellC6,SJER_046-M-20170316-COMP,SJER_2017-03,2017,3,SJER,D17,SJER_046,SJER_046.basePlot.bgc,RELEASE-2023,tower,evergreenForest,431.8,14.4,0.145666667,6.036666667,5.313333333,2.666666667,0,0,0,0,0,0,0
BMI_Plate41WellC7,SJER_047-M-20170315-COMP,SJER_2017-03,2017,3,SJER,D17,SJER_047,SJER_047.basePlot.bgc,RELEASE-2023,tower,evergreenForest,377.3,16.36666667,0.123666667,6.813333333,6.436666667,2,0,0,0,0,0,0,0
BMI_Plate41WellC8,SJER_048-M-20170314-COMP,SJER_2017-03,2017,3,SJER,D17,SJER_048,SJER_048.basePlot.bgc,RELEASE-2023,tower,evergreenForest,381.8,19.5,0.165666667,6.186666667,5.39,2,0,0,0,0,0,0,0
BMI_Plate41WellC9,SJER_048-M-20170314-COMP,SJER_2017-03,2017,3,SJER,D17,SJER_048,SJER_048.basePlot.bgc,RELEASE-2023,tower,evergreenForest,381.8,19.5,0.165666667,6.186666667,5.39,2,0,0,0,0,0,0,0
BMI_Plate41WellD1,ORNL_043-M-20170621-COMP,ORNL_2017-06,2017,6,ORNL,D07,ORNL_043,ORNL_043.basePlot.bgc,RELEASE-2023,tower,deciduousForest,322.2,18.75,0.16325,4.7575,4.0025,2,7.15,-27.4,0.05,0.98,20.275,0.43575,0.064
BMI_Plate41WellD10,ORNL_043-O-20170621-COMP,ORNL_2017-06,2017,6,ORNL,D07,ORNL_043,ORNL_043.basePlot.bgc,RELEASE-2023,tower,deciduousForest,322.2,18.66666667,0.245,4.22,3.32,4,2.033333333,-28.43333333,0.403333333,10.30666667,25.46666667,0.468333333,0.115333333
BMI_Plate41WellD11,ORNL_046-M-20170621-COMP,ORNL_2017-06,2017,6,ORNL,D07,ORNL_046,ORNL_046.basePlot.bgc,RELEASE-2023,tower,deciduousForest,338.5,19.33333333,0.200666667,4.92,3.883333333,2,4.766666667,-27.26666667,0.086666667,1.653333333,19.03333333,0.491666667,0.069
BMI_Plate41WellD12,ORNL_003-M-20170619-COMP,ORNL_2017-06,2017,6,ORNL,D07,ORNL_003,ORNL_003.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,260.1,21.33333333,0.212333333,5,3.996666667,2,4.633333333,-26.43333333,0.1,1.29,12.93333333,0.477333333,0.127333333
BMI_Plate41WellD2,ORNL_003-O-20170619-COMP,ORNL_2017-06,2017,6,ORNL,D07,ORNL_003,ORNL_003.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,260.1,21.33333333,0.251333333,5.093333333,4.33,4.033333333,1.233333333,-27.4,0.303333333,4.463333333,14.8,0.495,0.097666667
BMI_Plate41WellD3,ORNL_021-M-20170619-COMP,ORNL_2017-06,2017,6,ORNL,D07,ORNL_021,ORNL_021.basePlot.bgc,RELEASE-2023,distributed,pastureHay,277.6,22.33333333,0.153,5.28,4.273333333,2,4.733333333,-24.5,0.08,0.74,9.033333333,0.463,0.104
BMI_Plate41WellD4,ORNL_021-O-20170619-COMP,ORNL_2017-06,2017,6,ORNL,D07,ORNL_021,ORNL_021.basePlot.bgc,RELEASE-2023,distributed,pastureHay,277.6,22.33333333,0.219,6.176666667,5.4,4,0.633333333,-27.9,0.43,5.023333333,11.63333333,0.738666667,0.581666667
BMI_Plate41WellD5,ORNL_027-M-20170621-COMP,ORNL_2017-06,2017,6,ORNL,D07,ORNL_027,ORNL_027.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,246.2,16,0.192333333,5.36,4.083333333,2,4.366666667,-25.5,0.09,1.036666667,11.46666667,0.427333333,0.083333333
BMI_Plate41WellD6,ORNL_027-O-20170621-COMP,ORNL_2017-06,2017,6,ORNL,D07,ORNL_027,ORNL_027.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,246.2,17,0.2015,5.9575,5.0375,4,0.35,-27.475,0.275,4.265,15.25,0.43175,0.10875
BMI_Plate41WellD7,ORNL_029-M-20170621-COMP,ORNL_2017-06,2017,6,ORNL,D07,ORNL_029,ORNL_029.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,272.5,18.33333333,0.297,6.993333333,5.693333333,2,4.5,-25.96666667,0.143333333,1.94,12.3,0.467,0.139666667
BMI_Plate41WellD8,ORNL_029-O-20170621-COMP,ORNL_2017-06,2017,6,ORNL,D07,ORNL_029,ORNL_029.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,272.5,18.33333333,0.391666667,6.616666667,6.26,3.966666667,0.933333333,-27.86666667,0.326666667,5.543333333,17.1,0.628666667,0.109
BMI_Plate41WellD9,ORNL_046-O-20170621-COMP,ORNL_2017-06,2017,6,ORNL,D07,ORNL_046,ORNL_046.basePlot.bgc,RELEASE-2023,tower,deciduousForest,338.5,19.33333333,0.383333333,4.716666667,3.776666667,3.966666667,1.2,-27.93333333,0.456666667,9.2,19.96666667,0.494666667,0.132
BMI_Plate41WellE1,ORNL_049-M-20170621-COMP,ORNL_2017-06,2017,6,ORNL,D07,ORNL_049,ORNL_049.basePlot.bgc,RELEASE-2023,tower,deciduousForest,315.6,20,0.173,4.97,4.053333333,2,4.633333333,-26.6,0.093333333,1.293333333,14.46666667,0.486,0.058
BMI_Plate41WellE10,GRSM_007-O-20170719-COMP,GRSM_2017-07,2017,7,GRSM,D07,GRSM_007,GRSM_007.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,655.5,16,0.5745,4.62,3.82,4,0,0,0,0,0,0,0
BMI_Plate41WellE11,GRSM_007-M-20170719-COMP,GRSM_2017-07,2017,7,GRSM,D07,GRSM_007,GRSM_007.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,655.5,18,0.366,4.54,3.78,2,0,0,0,0,0,0,0
BMI_Plate41WellE12,GRSM_016-O-20170717-COMP,GRSM_2017-07,2017,7,GRSM,D07,GRSM_016,GRSM_016.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,1776.7,7.333333333,2.252333333,3.69,2.79,5.3,0,0,0,0,0,0,0
BMI_Plate41WellE2,ORNL_049-O-20170621-COMP,ORNL_2017-06,2017,6,ORNL,D07,ORNL_049,ORNL_049.basePlot.bgc,RELEASE-2023,tower,deciduousForest,315.6,20,0.313333333,5.076666667,4.246666667,4,0.566666667,-27.66666667,0.393333333,7.323333333,18.7,0.494666667,0.13
BMI_Plate41WellE3,ORNL_053-M-20170621-COMP,ORNL_2017-06,2017,6,ORNL,D07,ORNL_053,ORNL_053.basePlot.bgc,RELEASE-2023,tower,deciduousForest,316,18,0.198,4.72,4.11,2,5.866666667,-26.63333333,0.08,1.266666667,16.5,0.433333333,0.070333333
BMI_Plate41WellE4,ORNL_053-O-20170621-COMP,ORNL_2017-06,2017,6,ORNL,D07,ORNL_053,ORNL_053.basePlot.bgc,RELEASE-2023,tower,deciduousForest,316,18,0.303,4.9325,4.19,3.95,1.425,-28,0.33,5.9025,17.85,0.49625,0.0905
BMI_Plate41WellE5,ORNL_053-O-20170621-COMP,ORNL_2017-06,2017,6,ORNL,D07,ORNL_053,ORNL_053.basePlot.bgc,RELEASE-2023,tower,deciduousForest,316,18,0.303,4.9325,4.19,3.95,1.425,-28,0.33,5.9025,17.85,0.49625,0.0905
BMI_Plate41WellE6,GRSM_001-O-20170717-COMP,GRSM_2017-07,2017,7,GRSM,D07,GRSM_001,GRSM_001.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,464.5,16.66666667,0.540666667,4.906666667,4.016666667,4,0,0,0,0,0,0,0
BMI_Plate41WellE7,GRSM_002-O-20170717-COMP,GRSM_2017-07,2017,7,GRSM,D07,GRSM_002,GRSM_002.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,694.1,15,1.538,3.513333333,2.616666667,9.333333333,0,0,0,0,0,0,0
BMI_Plate41WellE8,GRSM_003-O-20170718-COMP,GRSM_2017-07,2017,7,GRSM,D07,GRSM_003,GRSM_003.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,892.9,14.83333333,1.669,3.946666667,3.143333333,9.266666667,0,0,0,0,0,0,0
BMI_Plate41WellE9,GRSM_006-O-20170717-COMP,GRSM_2017-07,2017,7,GRSM,D07,GRSM_006,GRSM_006.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,522.7,14.66666667,0.871666667,3.843333333,2.923333333,5.333333333,0,0,0,0,0,0,0
BMI_Plate41WellF1,GRSM_055-O-20170718-COMP,GRSM_2017-07,2017,7,GRSM,D07,GRSM_055,GRSM_055.basePlot.bgc,RELEASE-2023,tower,deciduousForest,626.5,15.66666667,0.51,5.456666667,4.683333333,4,0,0,0,0,0,0,0
BMI_Plate41WellF10,TALL_007-M-20170612-COMP,TALL_2017-06,2017,6,TALL,D08,TALL_007,TALL_007.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,83.9,22.1,0.237,4.756666667,3.896666667,2,3.333333333,-27.1,0.056666667,1.22,19.96666667,0.199333333,0.054
BMI_Plate41WellF11,TALL_007-O-20170612-COMP,TALL_2017-06,2017,6,TALL,D08,TALL_007,TALL_007.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,83.9,22,0.3655,4.645,3.58,4,2.9,-27.35,0.3,8.88,22.2,0.159,0.0475
BMI_Plate41WellF12,TALL_001-M-20170612-COMP,TALL_2017-06,2017,6,TALL,D08,TALL_001,TALL_001.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,100.3,21.8,0.213,5.22,4.49,2,6.2,-26.7,0.09,1.98,21.3,0.185,0.047
BMI_Plate41WellF2,GRSM_058-O-20170718-COMP,GRSM_2017-07,2017,7,GRSM,D07,GRSM_058,GRSM_058.basePlot.bgc,RELEASE-2023,tower,deciduousForest,548,15,0.532333333,5.283333333,4.506666667,4,0,0,0,0,0,0,0
BMI_Plate41WellF3,GRSM_059-O-20170718-COMP,GRSM_2017-07,2017,7,GRSM,D07,GRSM_059,GRSM_059.basePlot.bgc,RELEASE-2023,tower,deciduousForest,654.6,17.83333333,1.807,3.946666667,2.926666667,8,0,0,0,0,0,0,0
BMI_Plate41WellF4,GRSM_060-O-20170718-COMP,GRSM_2017-07,2017,7,GRSM,D07,GRSM_060,GRSM_060.basePlot.bgc,RELEASE-2023,tower,deciduousForest,639.3,18.33333333,1,4.196666667,3.313333333,4,0,0,0,0,0,0,0
BMI_Plate41WellF5,TALL_001-O-20170612-COMP,TALL_2017-06,2017,6,TALL,D08,TALL_001,TALL_001.basePlot.bgc,RELEASE-2023,distributed,deciduousForest,100.3,21.275,0.18575,5.1,4.415,4,3.925,-27.95,0.2625,6.71,25.65,0.19975,0.03975
BMI_Plate41WellF6,TALL_002-M-20170612-COMP,TALL_2017-06,2017,6,TALL,D08,TALL_002,TALL_002.basePlot.bgc,RELEASE-2023,distributed,mixedForest,114.9,21.7,0.185,5.11,4.1,2,4.9,-27.03333333,0.053333333,1.253333333,22.66666667,0.201666667,0.069666667
BMI_Plate41WellF7,TALL_003-M-20170612-COMP,TALL_2017-06,2017,6,TALL,D08,TALL_003,TALL_003.basePlot.bgc,RELEASE-2023,distributed,mixedForest,120.8,28.83333333,0.099,5.633333333,4.646666667,2,3.666666667,-27.26666667,0.056666667,1.383333333,23.13333333,0.182666667,0.045333333
BMI_Plate41WellF8,TALL_004-M-20170612-COMP,TALL_2017-06,2017,6,TALL,D08,TALL_004,TALL_004.basePlot.bgc,RELEASE-2023,distributed,evergreenForest,132.2,26.3,0.117666667,4.973333333,4.03,2,3.4,-26.53333333,0.036666667,1.086666667,27.2,0.117666667,0.031666667
BMI_Plate41WellF9,TALL_044-M-20170614-COMP,TALL_2017-06,2017,6,TALL,D08,TALL_044,TALL_044.basePlot.bgc,RELEASE-2023,tower,evergreenForest,129.1,23,0.17725,5.015,4.1375,2,3.8,-27.35,0.0425,1.0575,24.8,0.16075,0.04425
BMI_Plate41WellG1,TALL_047-M-20170614-COMP,TALL_2017-06,2017,6,TALL,D08,TALL_047,TALL_047.basePlot.bgc,RELEASE-2023,tower,evergreenForest,137.2,22.13333333,0.191666667,5.21,4.26,2,4.766666667,-26.83333333,0.07,2.393333333,32.26666667,0.163333333,0.044
BMI_Plate41WellG11,KONA_048-M-20170809-COMP,KONA_2017-08,2017,8,KONA,D06,KONA_048,KONA_048.basePlot.bgc,RELEASE-2023,tower,cultivatedCrops,327.5,19.5,0.241333333,6.426666667,5.493333333,2,0,0,0,0,0,0,0
BMI_Plate41WellG12,KONA_054-M-20170809-COMP,KONA_2017-08,2017,8,KONA,D06,KONA_054,KONA_054.basePlot.bgc,RELEASE-2023,tower,cultivatedCrops,321.2,20.7,0.260333333,6.576666667,5.506666667,2,0,0,0,0,0,0,0
BMI_Plate41WellG2,TALL_051-M-20170614-COMP,TALL_2017-06,2017,6,TALL,D08,TALL_051,TALL_051.basePlot.bgc,RELEASE-2023,tower,mixedForest,116.8,22.83333333,0.303666667,4.81,3.953333333,2,3.8,-26.9,0.053333333,1.636666667,31.1,0.171,0.044
BMI_Plate41WellG3,TALL_054-M-20170614-COMP,TALL_2017-06,2017,6,TALL,D08,TALL_054,TALL_054.basePlot.bgc,RELEASE-2023,tower,evergreenForest,123.3,23.6,0.1935,4.6825,3.84,2,4.625,-26.7,0.0425,1.4825,32.95,0.233,0.05525
BMI_Plate41WellG4,TALL_054-M-20170614-COMP,TALL_2017-06,2017,6,TALL,D08,TALL_054,TALL_054.basePlot.bgc,RELEASE-2023,tower,evergreenForest,123.3,23.6,0.1935,4.6825,3.84,2,4.625,-26.7,0.0425,1.4825,32.95,0.233,0.05525
BMI_Plate41WellG5,KONA_001-M-20170807-COMP,KONA_2017-08,2017,8,KONA,D06,KONA_001,KONA_001.basePlot.bgc,RELEASE-2023,distributed,cultivatedCrops,328.3,20.6,0.243333333,6.07,5.59,2,0,0,0,0,0,0,0
BMI_Plate41WellG6,KONA_002-M-20170808-COMP,KONA_2017-08,2017,8,KONA,D06,KONA_002,KONA_002.basePlot.bgc,RELEASE-2023,distributed,cultivatedCrops,324,21.33333333,0.236333333,6.203333333,5.61,2,0,0,0,0,0,0,0
